Transition 1,Transition 2,Order,sigsys,a,b_1,c_1,d_1,b_2,c_2,d_2
5130.585Ti2,5144.213Ni1,42,18.577667593049913,886493.4369830088,-6.92810606702579,714.7708337978071,-32898.670725440905,0.0006266835140062525,209.25301436314527,3752.1918966153553
5130.810Ni1,5132.898Fe1,42,17.164165565139818,131929.2279400134,-7.094737403950349,-56.27484203234158,5828.066734748495,0.0005953328756171509,121.17683007737202,-706.0293449978764
5130.810Ni1,5133.204Ni1,42,20.038946228086015,183185.39452904914,-5.035276772956848,-111.92819884935848,-13659.309532088568,0.00044580120863391294,-394.08550027411974,1604.4877309932074
5130.810Ni1,5138.510Ni1,42,4.341457734116065,477902.5640343715,-1.2340640487305203,-17.037509789777083,-11306.213619311306,0.00011459014266744453,-180.83359230422937,1296.7658609180114
5130.810Ni1,5143.171Fe1,42,8.545408385804878,724779.1309808216,-4.23396554789972,-92.9829592274691,4634.05213011719,0.0003591821400378086,-8.710139355807431,-544.7496037635763
5130.810Ni1,5144.213Ni1,42,23.213579217545547,877003.3999258599,-14.82150598585051,458.35227568578216,-23546.430374806987,0.0013152967142030906,-15.506082131206519,2646.6692053842007
5132.898Fe1,5135.118Fe1,42,11.447102291141192,122255.82906346368,2.3761227681658466,-0.8472690745479579,63.87282696375699,-0.00019465476645736348,-85.61963468564495,4.344372858446027
5132.898Fe1,5138.510Ni1,42,10.094519886373586,342592.745001461,3.674093403354437,13.375184937601572,-12722.111952542617,-0.0002903164315691934,-274.13794623466435,1498.7949553831763
5132.898Fe1,5138.813Fe1,42,9.442731568154523,338872.1187738143,0.8739729226075713,-18.504783291387078,1472.27734956204,-6.79476842560523e-05,-92.42749238020254,-147.24301005931278
5132.898Fe1,5140.894Fe1,42,10.345458570474198,436161.7854867277,5.867736828928181,-77.6837189737397,6152.502065565538,-0.0005090486903937362,-65.73623043893393,-690.9043459630597
5132.898Fe1,5143.171Fe1,42,10.451791169475413,584624.5734673552,2.592614882286592,-37.57570311643037,2891.9942926725817,-0.00021343449867919777,-109.51765113430359,-301.54470298693747
5132.898Fe1,5144.213Ni1,42,16.27985596195837,739029.2440344255,-8.569158114291072,489.9310903332618,-25463.744082823545,0.0007916457449006578,-130.01433860020856,2903.834848451714
5133.204Ni1,5134.091Fe2,42,47.080930748996494,15828.356705921313,-12.836024973745483,11.56102760898849,35615.345549763806,0.0010362705303363284,864.7047563123164,-4147.928847869518
5133.204Ni1,5137.524Fe1,42,28.148355394408057,182741.75196334254,8.816645046717039,98.36701172717426,20747.444805400188,-0.0007463705411871463,478.6975281479549,-2456.773167703254
5133.204Ni1,5145.156Fe1,42,20.042078205690355,668372.5596659055,0.44517058520628006,1.0478922700652422,13522.98249720506,-4.819838970930668e-05,364.835815660382,-1609.1080036163403
5133.204Ni1,5146.101Cr1,42,28.29978664690282,662790.0452559419,4.971022578061547,-148.66484155764337,35126.41607615093,-0.0004710270217995128,369.6618335372628,-4016.8017781473404
5134.091Fe2,5137.524Fe1,42,33.25828255230291,149160.24665541176,21.765138912820923,89.92677375898758,-6964.654236558638,-0.0017922050238372248,-452.15835318025734,795.1879165484029
5134.091Fe2,5145.156Fe1,42,32.71366780020462,650914.6221870966,13.622466157046524,5.2801303934521995,-21901.181122780712,-0.0011133659322294274,-532.3985699653522,2527.4429927160754
5134.091Fe2,5146.101Cr1,42,47.93260487611768,632101.1212968411,16.418290204404975,-185.15896282952593,8039.895632364361,-0.0013886855315409347,-509.8282126274107,-829.8993332652645
5134.091Fe2,5147.551Fe2,42,66.173170938625,931545.4745531477,-14.07257885022651,-516.7276475753038,-50299.109893056906,0.0012569112697462627,-1301.8781808718138,5871.120473671331
5134.091Fe2,5147.740Fe1,42,92.58775509760993,774109.1024213728,11.05031532646286,81.58253974554596,-8198.070821235457,-0.0007483896046113783,-1328.5281530539396,963.4300718209471
5135.118Fe1,5138.510Ni1,42,8.76599380956871,208876.90178527954,1.5456204513042422,6.9206628253312585,-7858.377498870208,-0.00011898158568557668,-196.88443195536505,932.988057973568
5135.118Fe1,5138.813Fe1,42,2.452392680846563,214447.18285851376,-1.2342306485982493,-18.498743626820442,2055.556719578316,0.00010308684899051664,-29.666782336990764,-225.6710949381222
5135.118Fe1,5140.894Fe1,42,5.068577006305154,310780.3226759151,2.874113082426989,-60.14383827857167,8268.841140531838,-0.00025919571331323903,52.1598761533897,-940.1185498984398
5135.118Fe1,5143.171Fe1,42,5.459697512871685,461001.1523959386,0.5291243752415018,-42.5795639317914,3035.7616792412664,-4.603743780185634e-05,-62.93228971840133,-328.63376537609673
5135.118Fe1,5144.213Ni1,42,15.25725896030565,620210.8032348814,-10.753302836207641,545.0268190941309,-27420.57152346414,0.0009714292519521859,77.55942767726107,3120.446814312727
5135.118Fe1,5147.920Ni1,42,5.547813186990105,762725.126371805,-3.7665344297215233,3.491097597724238,-2755.2425003225862,0.0003103150356088883,-135.82333475330336,346.8801175121442
5137.524Fe1,5145.156Fe1,42,19.6455783350269,489726.23062935274,-7.374758615713748,-87.2818165766218,-10459.199943402356,0.0006125296984470872,-47.622309800567685,1221.371964071119
